num,Generalized functional category,log2FC,p-value
1914,Other,0.147123906144343,p > 0.05
1915,Other,-0.164189132690936,p > 0.05
1916,Other,-0.479949006614176,p > 0.05
1917,Other,-0.104797752902505,p > 0.05
1918,Other,0.422246151572319,p > 0.05
1919,Other,0.113112429860502,p > 0.05
1920,Other,-0.155601099394759,p > 0.05
1921,Other,0.133328948968243,p > 0.05
1922,Other,-0.9803952650898,p > 0.05
1923,Other,-0.131219719261117,p > 0.05
1924,Other,-0.135649371924117,p > 0.05
1925,Other,0.654318027415485,p > 0.05
1926,Other,0.191374046976891,p > 0.05
1927,Other,-0.13799572543692,p > 0.05
1928,Other,0.146191160072352,p > 0.05
1929,Other,0.111890405253262,p > 0.05
1930,Other,0.172370841038109,p > 0.05
1931,Other,0.116849968975571,p > 0.05
1932,Other,-1.11149106098306,p > 0.05
1933,Other,-0.132105200747523,p > 0.05
1934,Other,0.109359925135597,p > 0.05
1935,Other,-0.308287314519844,p > 0.05
1936,Other,0.168840990395478,p > 0.05
1937,Other,0.878180395197078,p > 0.05
1938,Other,0.102420996712941,p > 0.05
1939,Other,0.115504492650677,p > 0.05
1940,Other,-0.15594807313455,p > 0.05
1941,Other,-0.227267917086833,p > 0.05
1942,Other,0.148146648835639,p > 0.05
1943,Other,-0.450842126283781,p > 0.05
1944,Other,-0.425723732195143,p > 0.05
1945,Other,-0.109400627722417,p > 0.05
1946,Other,-0.187649199600248,p > 0.05
1947,Other,-0.337404557867314,p > 0.05
1948,Other,0.086479495269985,p > 0.05
1949,Other,-0.112385502511175,p > 0.05
1950,Other,0.128979333499496,p > 0.05
1951,Other,0.196370437668358,p > 0.05
1952,Other,0.309440436419535,p > 0.05
1953,Other,-0.204138423671655,p > 0.05
1954,Other,0.267424278389816,p > 0.05
1955,Other,-0.119079692011394,p > 0.05
1956,Other,0.148678956025808,p > 0.05
1957,Other,0.129824441184077,p > 0.05
1958,Other,0.10948959013446,p > 0.05
1959,Other,-0.141502939344265,p > 0.05
1960,Other,0.123973176951526,p > 0.05
1961,Other,0.10747830595384,p > 0.05
1962,Other,0.204124728510079,p > 0.05
1963,Other,-0.286036648738635,p > 0.05
1964,Other,0.095713454178825,p > 0.05
1965,Other,-0.092217122300719,p > 0.05
1966,Other,-0.184356071414283,p > 0.05
1967,Other,-0.155434512020853,p > 0.05
1968,Other,-0.106309780657106,p > 0.05
1969,Other,0.117754595482193,p > 0.05
1970,Other,-0.370231496590537,p > 0.05
1971,Other,0.12888539353878,p > 0.05
1972,Other,-0.132208467742747,p > 0.05
1973,Other,0.120210399940612,p > 0.05
1974,Other,0.135760541199043,p > 0.05
1975,Other,0.087192085234106,p > 0.05
1976,Other,-0.09022080472682,p > 0.05
1977,Other,-0.187901409552053,p > 0.05
1978,Other,0.104864393788455,p > 0.05
1979,Other,-0.188061200315702,p > 0.05
1980,Other,-2.10792871367781,p > 0.05
1981,Other,0.139402856127092,p > 0.05
1982,Other,-0.211081633155572,p > 0.05
1983,Other,-0.167359378960688,p > 0.05
1984,Other,-0.113822111356014,p > 0.05
1985,Other,0.117135200949355,p > 0.05
1986,Other,-0.131325801354922,p > 0.05
1987,Other,-0.248804967788609,p > 0.05
1988,Other,-0.094755027491459,p > 0.05
1989,Other,-0.10713575109007,p > 0.05
1990,Other,-0.382973354651134,p > 0.05
1991,Other,-0.127692915624403,p > 0.05
1992,Other,-0.094090014744531,p > 0.05
1993,Other,-0.152397529012876,p > 0.05
1994,Other,0.115785568356348,p > 0.05
1995,Other,-0.892119600066891,p > 0.05
1996,Other,0.11048806695409,p > 0.05
1997,Other,0.116851317091495,p > 0.05
1998,Other,-0.529976644314135,p > 0.05
1999,Other,0.13692409671343,p > 0.05
2000,Other,-0.46072308571194,p > 0.05
2001,Other,-0.076451853613266,p > 0.05
2002,Other,0.087756083853894,p > 0.05
2003,Other,-0.119970035782248,p > 0.05
2004,Other,0.10418766513327,p > 0.05
2005,Other,-0.135540588442705,p > 0.05
2006,Other,0.114052825501666,p > 0.05
2007,Other,-0.148374913761816,p > 0.05
2008,Other,0.171141732531805,p > 0.05
2009,Other,0.106243080530616,p > 0.05
2010,Other,-0.140725708363116,p > 0.05
2011,Other,0.392922059474411,p > 0.05
2012,Other,0.200928485677331,p > 0.05
2013,Other,0.092675593113142,p > 0.05
2014,Other,0.240955531967251,p > 0.05
2015,Other,0.114106116352084,p > 0.05
2016,Other,0.097278748788006,p > 0.05
2017,Other,-0.276601964191979,p > 0.05
2018,Other,0.135000436162719,p > 0.05
2019,Other,-0.08868697418741,p > 0.05
2020,Other,-0.105496739841444,p > 0.05
2021,Other,0.095642073744268,p > 0.05
2022,Other,-0.098180493346212,p > 0.05
2023,Other,0.094475020688352,p > 0.05
2024,Other,0.106485269060485,p > 0.05
2025,Other,-0.273796828664275,p > 0.05
2026,Other,-0.363248529241399,p > 0.05
2027,Other,0.254777071130556,p > 0.05
2028,Other,0.085215276813644,p > 0.05
2029,Other,0.103494252255443,p > 0.05
2030,Other,-0.196988257298398,p > 0.05
2031,Other,0.137218475875932,p > 0.05
2032,Other,-0.11065028391557,p > 0.05
2033,Other,0.100848665734005,p > 0.05
2034,Other,-0.118006901757295,p > 0.05
2035,Other,-0.109991630880761,p > 0.05
2036,Other,-0.078639783692784,p > 0.05
2037,Other,-0.151692887434751,p > 0.05
2038,Other,-0.294186816686027,p > 0.05
2039,Other,-1.15715499706078,p > 0.05
2040,Other,0.182548489064078,p > 0.05
2041,Other,0.109768804944553,p > 0.05
2042,Other,0.095254270515892,p > 0.05
2043,Other,0.110892089013348,p > 0.05
2044,Other,0.200991259805844,p > 0.05
2045,Other,0.176809360907751,p > 0.05
2046,Other,-0.657765174974983,p > 0.05
2047,Other,0.406052476022421,p > 0.05
2048,Other,0.117737113280981,p > 0.05
2049,Other,-0.11319927574716,p > 0.05
2050,Other,0.339320616569092,p > 0.05
2051,Other,0.117803016994072,p > 0.05
2052,Other,-0.194668577574651,p > 0.05
2053,Other,-0.105701617780547,p > 0.05
2054,Other,0.098576044681793,p > 0.05
2055,Other,-0.124307087260396,p > 0.05
2056,Other,-0.239257395685857,p > 0.05
2057,Other,0.092281985291793,p > 0.05
2058,Other,-0.076173380209404,p > 0.05
2059,Other,0.123039459138488,p > 0.05
2060,Other,-0.114637691092406,p > 0.05
2061,Other,0.11795115256461,p > 0.05
2062,Other,0.410173063374243,p > 0.05
2063,Other,-0.094595119319893,p > 0.05
2064,Other,0.251172781780522,p > 0.05
2065,Other,-0.079652990461842,p > 0.05
2066,Other,-0.480836746888799,p > 0.05
2067,Other,-0.096732771628589,p > 0.05
2068,Other,-0.086602624233326,p > 0.05
2069,Other,0.10715150644588,p > 0.05
2070,Other,0.095983960596117,p > 0.05
2071,Other,-0.879175576936127,p > 0.05
2072,Other,-0.103476821220712,p > 0.05
2073,Other,0.083789215439762,p > 0.05
2074,Other,0.112674749112678,p > 0.05
2075,Other,0.087873459626432,p > 0.05
2076,Other,-0.232964342430323,p > 0.05
2077,Other,-2.12531760256865,p > 0.05
2078,Other,-0.089721555534384,p > 0.05
2079,Other,-0.071181855944903,p > 0.05
2080,Other,0.306488270456128,p > 0.05
2081,Other,-0.116534417206983,p > 0.05
2082,Other,-0.12279671926096,p > 0.05
2083,Other,-0.446592151187822,p > 0.05
2084,Other,-0.119360518769915,p > 0.05
2085,Other,-0.078038579007574,p > 0.05
2086,Other,0.16431941123834,p > 0.05
2087,Other,-0.101453565383522,p > 0.05
2088,Other,0.149788198182809,p > 0.05
2089,Other,0.106154975521962,p > 0.05
2090,Other,-0.075411724663841,p > 0.05
2091,Other,0.279979068259653,p > 0.05
2092,Other,0.101863929333569,p > 0.05
2093,Other,-0.154577068314386,p > 0.05
2094,Other,-2.08444327083244,p > 0.05
2095,Other,0.145642462759949,p > 0.05
2096,Other,-0.185292272904805,p > 0.05
2097,Other,0.148763787503913,p > 0.05
2098,Other,-0.074846847294601,p > 0.05
2099,Other,-0.059100509089145,p > 0.05
2100,Other,-0.402482518898795,p > 0.05
2101,Other,0.113610557031166,p > 0.05
2102,Other,0.296145511905094,p > 0.05
2103,Other,-0.099974305027785,p > 0.05
2104,Other,-0.339360644541037,p > 0.05
2105,Other,-1.0428919044871,p > 0.05
2106,Other,0.066469259040771,p > 0.05
2107,Other,-0.138192001593242,p > 0.05
2108,Other,0.176663128246883,p > 0.05
2109,Other,0.12951935128055,p > 0.05
2110,Other,-0.064515211721646,p > 0.05
2111,Other,-0.098048769735718,p > 0.05
2112,Other,-0.092837671985446,p > 0.05
2113,Other,-0.075108419251831,p > 0.05
2114,Other,-0.083064409752354,p > 0.05
2115,Other,-0.116034178969812,p > 0.05
2116,Other,0.169666966537132,p > 0.05
2117,Other,-0.159990048076602,p > 0.05
2118,Other,-0.086128239390553,p > 0.05
2119,Other,-0.18565445538457,p > 0.05
2120,Other,-0.123090269923881,p > 0.05
2121,Other,0.123617364718988,p > 0.05
2122,Other,-1.06152610418009,p > 0.05
2123,Other,0.063011151341351,p > 0.05
2124,Other,-0.072620150829892,p > 0.05
2125,Other,-0.102339627665409,p > 0.05
2126,Other,-0.145951887374452,p > 0.05
2127,Other,-0.081037502076752,p > 0.05
2128,Other,0.11273210761147,p > 0.05
2129,Other,-0.091671152963394,p > 0.05
2130,Other,-0.112313803926626,p > 0.05
2131,Other,0.076704267380246,p > 0.05
2132,Other,-0.28115438283625,p > 0.05
2133,Other,0.089837578996812,p > 0.05
2134,Other,-0.113693152352815,p > 0.05
2135,Other,-0.109145450435191,p > 0.05
2136,Other,0.111923867422079,p > 0.05
2137,Other,0.284371160564885,p > 0.05
2138,Other,0.071782404008948,p > 0.05
2139,Other,-0.070525236504232,p > 0.05
2140,Other,-0.104382597166138,p > 0.05
2141,Other,0.096463662810641,p > 0.05
2142,Other,-0.11268700687867,p > 0.05
2143,Other,-0.072877147774274,p > 0.05
2144,Other,0.088725941750211,p > 0.05
2145,Other,-0.382781455952589,p > 0.05
2146,Other,0.283375995694193,p > 0.05
2147,Other,-0.077677590835252,p > 0.05
2148,Other,-0.062652873946365,p > 0.05
2149,Other,0.066383153915182,p > 0.05
2150,Other,0.180094247170434,p > 0.05
2151,Other,0.071680801416982,p > 0.05
2152,Other,0.086115799278191,p > 0.05
2153,Other,-0.083995938739668,p > 0.05
2154,Other,-0.11855549452639,p > 0.05
2155,Other,0.068536852830653,p > 0.05
2156,Other,-0.10601378321132,p > 0.05
2157,Other,-0.261287205379686,p > 0.05
2158,Other,0.062286539570547,p > 0.05
2159,Other,-0.07520283920454,p > 0.05
2160,Other,0.066180900431767,p > 0.05
2161,Other,-0.104634310049205,p > 0.05
2162,Other,-0.112844289578422,p > 0.05
2163,Other,-0.13236461728546,p > 0.05
2164,Other,-0.056893644661101,p > 0.05
2165,Other,0.060780542655741,p > 0.05
2166,Other,-1.61554701522157,p > 0.05
2167,Other,0.191529062740348,p > 0.05
2168,Other,0.065815215282993,p > 0.05
2169,Other,-0.528403307707407,p > 0.05
2170,Other,0.075912512085293,p > 0.05
2171,Other,-0.081515417043087,p > 0.05
2172,Other,0.13882525290855,p > 0.05
2173,Other,0.273581850828442,p > 0.05
2174,Other,-0.116367518866641,p > 0.05
2175,Other,-0.150568502030071,p > 0.05
2176,Other,-0.068876935300496,p > 0.05
2177,Other,0.080374101480905,p > 0.05
2178,Other,-0.458845280639764,p > 0.05
2179,Other,0.072844003780567,p > 0.05
2180,Other,0.066320222453086,p > 0.05
2181,Other,-0.136766170449854,p > 0.05
2182,Other,0.072395035390962,p > 0.05
2183,Other,-0.097624058916306,p > 0.05
2184,Other,0.068288066854207,p > 0.05
2185,Other,-0.076370015317823,p > 0.05
2186,Other,0.114985987439771,p > 0.05
2187,Other,-0.13151282686524,p > 0.05
2188,Other,-0.072360769072456,p > 0.05
2189,Other,-0.075306242446517,p > 0.05
2190,Other,-0.175288395811246,p > 0.05
2191,Other,0.079245095054025,p > 0.05
2192,Other,0.077523330010814,p > 0.05
2193,Other,-0.457950136163887,p > 0.05
2194,Other,0.143108162419038,p > 0.05
2195,Other,-0.073594927205454,p > 0.05
2196,Other,0.097844075307115,p > 0.05
2197,Other,-0.083312922820351,p > 0.05
2198,Other,-0.825617119274861,p > 0.05
2199,Other,0.074725891804926,p > 0.05
2200,Other,-0.063724042308032,p > 0.05
2201,Other,0.159442704171199,p > 0.05
2202,Other,0.066450708622997,p > 0.05
2203,Other,-0.063887165595067,p > 0.05
2204,Other,0.091863709442415,p > 0.05
2205,Other,0.092135001529713,p > 0.05
2206,Other,-0.069493915496143,p > 0.05
2207,Other,0.069765674470703,p > 0.05
2208,Other,0.130713104453649,p > 0.05
2209,Other,0.066651868520959,p > 0.05
2210,Other,-0.244465743397322,p > 0.05
2211,Other,-0.057419091277344,p > 0.05
2212,Other,-0.06142053436397,p > 0.05
2213,Other,0.055114527683687,p > 0.05
2214,Other,0.055688473557067,p > 0.05
2215,Other,0.052371624134419,p > 0.05
2216,Other,-0.06891496946524,p > 0.05
2217,Other,0.083501892214737,p > 0.05
2218,Other,0.210752144719493,p > 0.05
2219,Other,0.103316339922889,p > 0.05
2220,Other,-0.111690752834815,p > 0.05
2221,Other,0.070623625377676,p > 0.05
2222,Other,0.066287397650161,p > 0.05
2223,Other,-0.075898274142649,p > 0.05
2224,Other,-0.062367517719024,p > 0.05
2225,Other,0.066995609020222,p > 0.05
2226,Other,-0.162522250870448,p > 0.05
2227,Other,0.209266718171623,p > 0.05
2228,Other,0.077547152570674,p > 0.05
2229,Other,0.070356848710707,p > 0.05
2230,Other,-0.064768818814849,p > 0.05
2231,Other,-0.129709176269126,p > 0.05
2232,Other,-0.149557219639173,p > 0.05
2233,Other,-0.09112998009206,p > 0.05
2234,Other,0.053284129902488,p > 0.05
2235,Other,0.068748155395801,p > 0.05
2236,Other,0.103566133490287,p > 0.05
2237,Other,0.058441392044513,p > 0.05
2238,Other,-0.169070672013446,p > 0.05
2239,Other,0.047485914660565,p > 0.05
2240,Other,0.110324065119314,p > 0.05
2241,Other,0.090120046021391,p > 0.05
2242,Other,-0.061233636589082,p > 0.05
2243,Other,-0.057812029286422,p > 0.05
2244,Other,0.123141799940195,p > 0.05
2245,Other,-0.108867221154524,p > 0.05
2246,Other,-0.079560243242533,p > 0.05
2247,Other,-0.379712594766453,p > 0.05
2248,Other,-0.074740454398891,p > 0.05
2249,Other,-0.08738563678459,p > 0.05
2250,Other,-0.058706449964475,p > 0.05
2251,Other,0.108231800516214,p > 0.05
2252,Other,0.047262704836433,p > 0.05
2253,Other,0.092424330248878,p > 0.05
2254,Other,-0.07007004945202,p > 0.05
2255,Other,-0.079721904476853,p > 0.05
2256,Other,-0.055234010459189,p > 0.05
2257,Other,-0.088836143902558,p > 0.05
2258,Other,-0.078265834512295,p > 0.05
2259,Other,0.154794907409127,p > 0.05
2260,Other,0.334175986205027,p > 0.05
2261,Other,-0.048337359861251,p > 0.05
2262,Other,0.075484970152801,p > 0.05
2263,Other,-0.052086523333394,p > 0.05
2264,Other,-0.439461226016708,p > 0.05
2265,Other,0.122300549506423,p > 0.05
2266,Other,0.091106069334603,p > 0.05
2267,Other,-0.06705163281163,p > 0.05
2268,Other,0.21966267549335,p > 0.05
2269,Other,-0.100641764257379,p > 0.05
2270,Other,-0.117199763683206,p > 0.05
2271,Other,-0.065342085212886,p > 0.05
2272,Other,-0.084538853751697,p > 0.05
2273,Other,0.075590646343244,p > 0.05
2274,Other,0.116823006458555,p > 0.05
2275,Other,0.250584157742935,p > 0.05
2276,Other,-0.084957966924228,p > 0.05
2277,Other,0.049773361925805,p > 0.05
2278,Other,0.112207747294532,p > 0.05
2279,Other,-0.157825344464476,p > 0.05
2280,Other,-0.149993220918865,p > 0.05
2281,Other,-0.056276973217521,p > 0.05
2282,Other,-0.281149323480054,p > 0.05
2283,Other,-0.082780677437084,p > 0.05
2284,Other,0.069608752818817,p > 0.05
2285,Other,0.154989008842463,p > 0.05
2286,Other,-0.051015080623369,p > 0.05
2287,Other,-0.069494537718957,p > 0.05
2288,Other,0.137891154792041,p > 0.05
2289,Other,-0.08127120166144,p > 0.05
2290,Other,-0.124916575064147,p > 0.05
2291,Other,0.054021288022359,p > 0.05
2292,Other,-0.217789776658721,p > 0.05
2293,Other,0.055235900940348,p > 0.05
2294,Other,0.048761049458211,p > 0.05
2295,Other,0.109458859270168,p > 0.05
2296,Other,0.039532731433374,p > 0.05
2297,Other,-0.050580700083867,p > 0.05
2298,Other,-0.09612391487881,p > 0.05
2299,Other,-0.040898370362143,p > 0.05
2300,Other,-0.169180071541927,p > 0.05
2301,Other,0.06094971235026,p > 0.05
2302,Other,-0.04601492554818,p > 0.05
2303,Other,-0.067053353948347,p > 0.05
2304,Other,0.07985361904086,p > 0.05
2305,Other,-0.04533096101741,p > 0.05
2306,Other,0.050934879038766,p > 0.05
2307,Other,0.103356456383103,p > 0.05
2308,Other,0.05021610958706,p > 0.05
2309,Other,0.043708268897913,p > 0.05
2310,Other,-0.10522466586942,p > 0.05
2311,Other,0.09644151838427,p > 0.05
2312,Other,-0.042031241266469,p > 0.05
2313,Other,-0.048018877174208,p > 0.05
2314,Other,-0.031682190247436,p > 0.05
2315,Other,-0.059302817518516,p > 0.05
2316,Other,-0.033810011321608,p > 0.05
2317,Other,0.036038637060566,p > 0.05
2318,Other,-0.036159339445652,p > 0.05
2319,Other,0.035139034829179,p > 0.05
2320,Other,0.047052091565546,p > 0.05
2321,Other,-0.056986642109746,p > 0.05
2322,Other,0.051597946078154,p > 0.05
2323,Other,-0.141415965405614,p > 0.05
2324,Other,0.04457656524677,p > 0.05
2325,Other,-0.051841098035438,p > 0.05
2326,Other,0.036075494841871,p > 0.05
2327,Other,-0.051004434460822,p > 0.05
2328,Other,-0.096896693031234,p > 0.05
2329,Other,-0.06131747951745,p > 0.05
2330,Other,0.058892544839399,p > 0.05
2331,Other,0.099050420110858,p > 0.05
2332,Other,0.151999429496749,p > 0.05
2333,Other,-0.889318178933051,p > 0.05
2334,Other,-0.055054107626086,p > 0.05
2335,Other,-0.035181558301659,p > 0.05
2336,Other,0.033105606056139,p > 0.05
2337,Other,-0.040484839235451,p > 0.05
2338,Other,-0.862455168971952,p > 0.05
2339,Other,-0.039721348043712,p > 0.05
2340,Other,-0.027772829121892,p > 0.05
2341,Other,-0.03308745642603,p > 0.05
2342,Other,-0.035609609191154,p > 0.05
2343,Other,0.053266153660676,p > 0.05
2344,Other,-0.052139954206761,p > 0.05
2345,Other,-0.035580715015667,p > 0.05
2346,Other,0.064623453974659,p > 0.05
2347,Other,0.098448924421989,p > 0.05
2348,Other,0.039034274006149,p > 0.05
2349,Other,-0.262545943648538,p > 0.05
2350,Other,0.073241010814851,p > 0.05
2351,Other,0.078181145124426,p > 0.05
2352,Other,0.03547278090115,p > 0.05
2353,Other,-0.099519341884772,p > 0.05
2354,Other,-0.044081317579434,p > 0.05
2355,Other,-0.027653640043159,p > 0.05
2356,Other,-0.027081710629757,p > 0.05
2357,Other,0.030464122620313,p > 0.05
2358,Other,-0.09820502720873,p > 0.05
2359,Other,-0.040403470328395,p > 0.05
2360,Other,-0.24061634695022,p > 0.05
2361,Other,-0.023511648308517,p > 0.05
2362,Other,-0.0315167258756,p > 0.05
2363,Other,0.102128501562904,p > 0.05
2364,Other,0.045925390437516,p > 0.05
2365,Other,-0.043987181957194,p > 0.05
2366,Other,0.029387984436116,p > 0.05
2367,Other,0.038270520985059,p > 0.05
2368,Other,-0.027343361737557,p > 0.05
2369,Other,-0.030042783174233,p > 0.05
2370,Other,0.049019266326933,p > 0.05
2371,Other,-0.04164591372296,p > 0.05
2372,Other,0.026036965876408,p > 0.05
2373,Other,-0.030614221444424,p > 0.05
2374,Other,-0.040215667237821,p > 0.05
2375,Other,0.21059385815566,p > 0.05
2376,Other,0.033205145487431,p > 0.05
2377,Other,0.024434463731808,p > 0.05
2378,Other,-0.022740884995448,p > 0.05
2379,Other,-0.043020620873564,p > 0.05
2380,Other,-0.04045246400316,p > 0.05
2381,Other,0.034735963119656,p > 0.05
2382,Other,0.020785002838716,p > 0.05
2383,Other,-0.030026824398473,p > 0.05
2384,Other,-0.039699392419069,p > 0.05
2385,Other,-0.025015522162239,p > 0.05
2386,Other,0.130462574574173,p > 0.05
2387,Other,0.029950183260912,p > 0.05
2388,Other,-0.031837504048507,p > 0.05
2389,Other,0.023447365993128,p > 0.05
2390,Other,0.030287183471745,p > 0.05
2391,Other,-0.024750279927599,p > 0.05
2392,Other,-0.022254639095358,p > 0.05
2393,Other,0.098086493116241,p > 0.05
2394,Other,-0.109142070640992,p > 0.05
2395,Other,-0.023132086149196,p > 0.05
2396,Other,-0.03441849211531,p > 0.05
2397,Other,-0.023627839612434,p > 0.05
2398,Other,0.03821410471553,p > 0.05
2399,Other,0.024801981238229,p > 0.05
2400,Other,0.038698546307384,p > 0.05
2401,Other,-0.025545343493729,p > 0.05
2402,Other,0.041050780405146,p > 0.05
2403,Other,-0.08610380092413,p > 0.05
2404,Other,0.03335669557799,p > 0.05
2405,Other,-0.219198283472008,p > 0.05
2406,Other,-0.019041051232843,p > 0.05
2407,Other,0.055406116972017,p > 0.05
2408,Other,0.031354115276826,p > 0.05
2409,Other,-0.034906799313481,p > 0.05
2410,Other,0.101600664837817,p > 0.05
2411,Other,-0.026613283670365,p > 0.05
2412,Other,0.034331228746559,p > 0.05
2413,Other,-0.02729100535655,p > 0.05
2414,Other,0.031705457861764,p > 0.05
2415,Other,0.02142401598558,p > 0.05
2416,Other,0.021285375122675,p > 0.05
2417,Other,0.049494626684973,p > 0.05
2418,Other,-0.020473479406699,p > 0.05
2419,Other,-0.036594359357863,p > 0.05
2420,Other,0.042511587411144,p > 0.05
2421,Other,-0.037487495215568,p > 0.05
2422,Other,-0.025110426077565,p > 0.05
2423,Other,0.031183906829452,p > 0.05
2424,Other,0.019734176042955,p > 0.05
2425,Other,0.017349998831323,p > 0.05
2426,Other,0.021343692435925,p > 0.05
2427,Other,0.035405293293495,p > 0.05
2428,Other,0.034578849753772,p > 0.05
2429,Other,-0.023351015994373,p > 0.05
2430,Other,0.027844085084566,p > 0.05
2431,Other,0.059797166672272,p > 0.05
2432,Other,-0.024398036747818,p > 0.05
2433,Other,0.02615909015767,p > 0.05
2434,Other,-0.024866234588532,p > 0.05
2435,Other,-0.022231080722573,p > 0.05
2436,Other,0.02610542293185,p > 0.05
2437,Other,0.05592680211756,p > 0.05
2438,Other,0.093045319463813,p > 0.05
2439,Other,0.080789441831241,p > 0.05
2440,Other,0.017297899182072,p > 0.05
2441,Other,-0.045129353178995,p > 0.05
2442,Other,0.019700460489941,p > 0.05
2443,Other,0.014967855360855,p > 0.05
2444,Other,-0.068727211284744,p > 0.05
2445,Other,0.028462750331307,p > 0.05
2446,Other,0.018984514061666,p > 0.05
2447,Other,0.043164865444866,p > 0.05
2448,Other,0.016148421691157,p > 0.05
2449,Other,-0.016912526054799,p > 0.05
2450,Other,0.027572694937178,p > 0.05
2451,Other,0.021724068329741,p > 0.05
2452,Other,-0.02297697518823,p > 0.05
2453,Other,-0.041798300008049,p > 0.05
2454,Other,-0.028531068733802,p > 0.05
2455,Other,0.051424006317954,p > 0.05
2456,Other,-0.181730317202466,p > 0.05
2457,Other,-0.181730317202466,p > 0.05
2458,Other,-0.017789557879595,p > 0.05
2459,Other,0.047132880230596,p > 0.05
2460,Other,-0.016237633189177,p > 0.05
2461,Other,-0.017483296683838,p > 0.05
2462,Other,0.11720681935228,p > 0.05
2463,Other,0.021863696443741,p > 0.05
2464,Other,0.022661503317811,p > 0.05
2465,Other,-0.011225963773525,p > 0.05
2466,Other,0.016028037547811,p > 0.05
2467,Other,0.012960610131388,p > 0.05
2468,Other,0.011738361572627,p > 0.05
2469,Other,0.012509231925953,p > 0.05
2470,Other,0.111041654368488,p > 0.05
2471,Other,-0.277826032075031,p > 0.05
2472,Other,0.090797398845592,p > 0.05
2473,Other,0.012871281979213,p > 0.05
2474,Other,-0.012506094306839,p > 0.05
2475,Other,-0.00981348852955,p > 0.05
2476,Other,-0.016200206433659,p > 0.05
2477,Other,0.047007949888661,p > 0.05
2478,Other,0.013308224304333,p > 0.05
2479,Other,-0.020532402889276,p > 0.05
2480,Other,0.014148258722167,p > 0.05
2481,Other,0.008895728142291,p > 0.05
2482,Other,-0.009642741764573,p > 0.05
2483,Other,-0.007488461288674,p > 0.05
2484,Other,0.018584308058243,p > 0.05
2485,Other,0.018812336988446,p > 0.05
2486,Other,-0.042189270565308,p > 0.05
2487,Other,-0.00821953015968,p > 0.05
2488,Other,-0.009744307385688,p > 0.05
2489,Other,0.010697356501057,p > 0.05
2490,Other,-0.021403131636278,p > 0.05
2491,Other,-0.008139290872144,p > 0.05
2492,Other,-0.013926822614339,p > 0.05
2493,Other,0.009434076997273,p > 0.05
2494,Other,-0.061651906653212,p > 0.05
2495,Other,-0.052220866472273,p > 0.05
2496,Other,-0.010365300528114,p > 0.05
2497,Other,0.014581523334839,p > 0.05
2498,Other,0.009288072701797,p > 0.05
2499,Other,0.031751514691977,p > 0.05
2500,Other,-0.006662088997811,p > 0.05
2501,Other,-0.084819834768525,p > 0.05
2502,Other,0.011296749158993,p > 0.05
2503,Other,0.009800527081176,p > 0.05
2504,Other,-0.018304392842273,p > 0.05
2505,Other,-0.006306901854669,p > 0.05
2506,Other,-0.031993534036635,p > 0.05
2507,Other,-0.037397025377931,p > 0.05
2508,Other,0.006566455714082,p > 0.05
2509,Other,0.005786128814815,p > 0.05
2510,Other,0.007367534302637,p > 0.05
2511,Other,-0.006583605235215,p > 0.05
2512,Other,0.005075000892049,p > 0.05
2513,Other,0.004978398357118,p > 0.05
2514,Other,-0.011687623625788,p > 0.05
2515,Other,0.005106919305118,p > 0.05
2516,Other,-0.029335809302635,p > 0.05
2517,Other,-0.016365759263118,p > 0.05
2518,Other,-0.004371513522599,p > 0.05
2519,Other,-0.004844949906838,p > 0.05
2520,Other,-0.016170166019612,p > 0.05
2521,Other,-0.014620557973008,p > 0.05
2522,Other,0.004700596187309,p > 0.05
2523,Other,0.004680469786993,p > 0.05
2524,Other,-0.00541658463788,p > 0.05
2525,Other,-0.003963952518283,p > 0.05
2526,Other,0.003707334713853,p > 0.05
2527,Other,0.002934174351374,p > 0.05
2528,Other,0.022585608234842,p > 0.05
2529,Other,0.002722577536367,p > 0.05
2530,Other,-0.003004583676687,p > 0.05
2531,Other,-0.001841769627105,p > 0.05
2532,Other,-0.005515808499294,p > 0.05
2533,Other,-0.012493399746433,p > 0.05
2534,Other,-0.001261629998751,p > 0.05
2535,Other,0.0018983027853,p > 0.05
2536,Other,0.001789609185643,p > 0.05
